"player_id","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","total_points","in_dreamteam","gameweek"
"84","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"85","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"86","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"87","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"88","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"89","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"90","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"91","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"92","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"93","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"94","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"95","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"96","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"97","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"98","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"99","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"100","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"101","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"102","5","0","0","0","0","0","0","0","0","0","0","0","3","0.4","0.5","2.0","0.3","1","FALSE",1
"103","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"104","90","0","0","0","1","0","0","0","0","0","0","0","14","17.8","3.7","2.0","2.4","2","FALSE",1
"105","84","1","1","0","1","0","0","0","0","0","0","2","43","60.8","23.2","17.0","10.1","12","TRUE",1
"106","29","0","0","0","0","0","0","0","0","0","0","0","1","4.2","11.8","7.0","2.3","1","FALSE",1
"107","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"108","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"109","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"110","90","1","0","0","1","0","0","0","0","0","0","0","25","51.8","0.2","17.0","6.9","8","FALSE",1
"111","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"112","90","0","0","0","1","0","0","0","0","0","2","0","12","10.4","0.0","0.0","1.0","2","FALSE",1
"113","90","0","0","0","1","0","0","0","0","0","0","0","19","17.2","2.8","4.0","2.4","2","FALSE",1
"114","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"115","60","0","0","0","1","0","0","0","0","0","0","0","2","0.0","1.3","0.0","0.0","2","FALSE",1
"116","90","0","0","0","1","0","0","0","0","0","0","0","14","17.8","0.7","2.0","2.1","2","FALSE",1
"117","90","0","1","0","1","0","0","0","0","0","0","0","10","4.8","11.7","79.0","9.6","5","FALSE",1
"118","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"119","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"120","90","0","0","0","1","0","0","0","0","0","0","0","9","13.6","28.6","9.0","5.1","2","FALSE",1
"121","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"122","10","0","0","0","0","0","0","0","0","0","0","0","3","0.8","1.3","0.0","0.2","1","FALSE",1
"123","90","1","1","0","1","0","0","0","0","0","0","3","44","76.8","30.3","11.0","11.8","14","TRUE",1
"124","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"125","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"126","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"127","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"128","90","0","0","1","0","0","0","0","0","0","5","3","31","41.4","0.0","0.0","4.1","10","TRUE",1
"129","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"130","90","0","0","1","0","0","0","0","0","0","0","0","14","11.2","10.4","6.0","2.8","3","FALSE",1
"131","73","0","0","1","0","0","0","0","1","0","0","0","5","0.0","8.8","0.0","0.9","2","FALSE",1
"132","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"133","90","0","0","1","0","0","0","0","0","0","0","0","3","12.6","0.3","17.0","3.0","3","FALSE",1
"134","90","0","0","1","0","0","0","0","0","0","0","0","22","13.2","0.7","0.0","1.4","6","FALSE",1
"135","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"136","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"137","90","0","1","1","0","0","0","0","0","0","0","2","26","28.4","33.7","2.0","6.4","8","FALSE",1
"138","16","0","0","0","0","0","0","0","0","0","0","0","6","6.0","28.3","0.0","3.4","1","FALSE",1
"139","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"140","90","0","0","1","0","0","0","0","0","0","0","0","-7","9.2","0.8","19.0","2.9","2","FALSE",1
"141","90","1","0","1","0","0","0","0","0","0","0","0","18","31.6","1.4","21.0","5.4","8","FALSE",1
"142","80","0","0","1","0","0","0","0","1","0","0","0","3","1.2","0.1","0.0","0.1","2","FALSE",1
"143","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"144","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"145","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"146","90","0","0","1","0","0","0","0","0","0","0","0","23","17.6","0.7","0.0","1.8","6","FALSE",1
"147","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"148","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"149","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"150","22","0","0","0","0","0","0","0","0","0","0","0","3","2.4","0.3","0.0","0.3","1","FALSE",1
"151","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"152","90","0","0","1","0","0","0","0","0","0","0","0","28","24.0","12.1","7.0","4.3","6","FALSE",1
"153","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"154","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"155","90","0","1","1","0","0","0","0","0","0","0","3","38","40.8","19.9","0.0","6.1","12","TRUE",1
"156","90","0","0","1","0","0","0","0","0","0","0","0","29","25.8","0.1","0.0","2.6","6","FALSE",1
"157","90","0","0","1","0","0","0","0","0","0","5","1","32","38.6","0.0","0.0","3.9","8","FALSE",1
"158","67","0","0","1","0","0","0","0","0","0","0","0","11","3.8","3.3","20.0","2.7","3","FALSE",1
"159","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"160","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"161","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"162","90","0","0","1","0","0","0","0","0","0","0","0","27","23.2","0.4","1.0","2.5","6","FALSE",1
"163","1","0","0","0","0","0","0","0","0","0","0","0","4","2.0","0.0","0.0","0.2","1","FALSE",1
"164","88","1","0","1","0","0","0","0","0","0","0","2","34","38.4","13.7","34.0","8.6","8","FALSE",1
"165","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"166","90","0","0","1","0","0","0","0","0","0","0","0","17","26.2","13.8","67.0","10.7","2","FALSE",1
"167","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"168","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"169","1","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","4.0","0.4","1","FALSE",1
"170","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"171","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"172","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"173","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"174","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"175","90","0","0","0","3","0","0","0","1","0","0","0","11","7.0","10.2","0.0","1.7","1","FALSE",1
"176","90","0","0","0","3","0","0","0","0","0","0","0","16","16.4","0.8","0.0","1.7","1","FALSE",1
"177","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"178","90","0","0","0","3","0","0","0","1","0","0","0","12","16.8","0.6","0.0","1.7","0","FALSE",1
"179","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"180","62","0","0","0","3","0","0","0","0","0","0","0","7","1.0","2.7","18.0","2.2","2","FALSE",1
"181","15","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.4","2.0","0.2","1","FALSE",1
"182","90","0","0","0","3","0","0","0","0","0","0","0","12","10.6","4.3","0.0","1.5","1","FALSE",1
"183","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"184","27","0","0","0","0","0","0","0","0","0","0","0","3","3.0","0.3","7.0","1.0","1","FALSE",1
"185","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"186","90","0","0","0","3","0","0","0","0","0","2","0","11","18.2","0.0","0.0","1.8","1","FALSE",1
"187","90","0","0","0","3","0","0","0","0","0","0","0","10","7.4","26.4","0.0","3.4","2","FALSE",1
"188","74","0","0","0","3","0","0","0","0","0","0","0","3","8.2","3.1","0.0","1.1","2","FALSE",1
"189","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"190","62","0","0","0","3","0","0","0","0","0","0","0","-2","0.0","1.8","5.0","0.2","2","FALSE",1
"191","27","0","0","0","0","0","0","0","0","0","0","0","4","14.4","11.8","0.0","2.6","1","FALSE",1
"192","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"193","61","0","0","0","3","0","0","0","0","0","0","0","8","7.6","2.9","2.0","1.3","2","FALSE",1
"194","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"195","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"196","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"197","90","0","0","0","4","0","0","0","0","0","0","0","15","35.6","4.3","0.0","4.0","0","FALSE",1
"198","80","1","0","0","3","0","0","0","0","0","0","2","33","54.8","4.8","23.0","8.3","9","FALSE",1
"199","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"200","90","0","1","0","4","0","0","0","0","0","0","0","21","23.2","1.3","2.0","2.7","3","FALSE",1
"201","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"202","61","1","0","0","3","0","0","0","0","0","0","1","28","40.0","0.5","27.0","6.8","7","FALSE",1
"203","90","1","0","0","4","0","0","0","0","0","0","0","23","43.6","6.5","19.0","6.9","7","FALSE",1
"204","90","0","1","0","4","0","0","0","0","0","0","0","24","36.4","24.6","1.0","6.2","5","FALSE",1
"205","90","0","1","0","4","0","0","0","0","0","0","0","18","25.6","14.9","6.0","4.7","5","FALSE",1
"206","28","0","0","0","1","0","0","0","0","0","0","0","5","7.2","0.0","0.0","0.7","1","FALSE",1
"207","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"208","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"209","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"210","9","0","0","0","1","0","0","0","0","0","0","0","6","3.0","0.4","0.0","0.3","1","FALSE",1
"211","90","0","0","0","4","0","0","0","0","0","0","0","19","41.0","0.1","0.0","4.1","0","FALSE",1
"212","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"213","90","0","0","0","4","0","0","0","0","0","3","0","20","17.8","0.0","0.0","1.8","1","FALSE",1
"214","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"215","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"216","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"217","90","0","0","1","0","0","0","0","0","0","1","0","21","12.2","0.0","0.0","1.2","6","FALSE",1
"218","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"219","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"220","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"221","23","0","0","0","0","0","0","0","0","0","0","0","3","0.4","0.8","0.0","0.1","1","FALSE",1
"222","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"223","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"224","90","2","0","1","0","0","0","0","0","0","0","3","52","71.2","10.3","36.0","11.8","13","TRUE",1
"225","74","0","1","1","0","0","0","0","0","0","0","0","25","27.8","16.8","33.0","7.8","6","FALSE",1
"226","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"227","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"228","90","0","0","1","0","0","0","0","0","0","0","0","17","13.8","6.2","9.0","2.9","3","FALSE",1
"229","66","0","0","1","0","0","0","0","0","0","0","0","5","0.0","2.5","24.0","2.7","3","FALSE",1
"230","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"231","15","0","0","0","0","0","0","0","0","0","0","0","4","2.8","12.3","0.0","1.5","1","FALSE",1
"232","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"233","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"234","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"235","90","0","0","1","0","0","0","0","0","0","0","0","8","18.0","18.3","66.0","10.2","3","FALSE",1
"236","90","0","0","1","0","0","0","0","0","0","0","0","15","27.2","1.2","0.0","2.8","3","FALSE",1
"237","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"238","90","0","0","1","0","0","0","0","0","0","0","0","29","15.6","1.4","6.0","2.3","6","FALSE",1
"239","90","0","1","1","0","0","0","0","1","0","0","1","32","20.0","13.0","2.0","3.5","9","FALSE",1
"240","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"241","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"242","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"243","90","0","0","0","3","0","0","0","0","0","0","0","9","15.8","23.0","35.0","7.4","2","FALSE",1
"244","65","0","0","0","2","0","0","0","0","0","0","0","19","14.0","2.0","7.0","2.3","2","FALSE",1
"245","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"246","1","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0","0.0","1","FALSE",1
"247","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"248","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","FALSE",1
"249","90","0","0","0","3","0","0","0","1","0","0","0","10","5.8","7.2","38.0","5.1","1","FALSE",1
"250","90","1","0","0","3","0","0","0","0","0","0","0","19","37.6","0.8","37.0","7.5","7","FALSE",1
"251","90","0","0","0","3","0","0","0","0","0","0","0","14","13.2","45.5","75.0","13.4","2","FALSE",1
"252","90","0","0","0","3","0","0","0","0","0","0","0","9","3.8","0.0","0.0","0.4","1","FALSE",1
"253","32","0","1","0","1","0","0","0","0","0","0","0","13","4.2","1.0","2.0","0.7","4","FALSE",1
"254","90","3","0","0","3","0","0","0","0","0","0","3","69","117.2","50.1","161.0","32.8","20","TRUE",1
"255","90","0","1","0","3","0","0","0","0","0","0","0","20","23.4","19.6","4.0","4.7","4","FALSE",1
