"element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out"
2,47,13,0,FALSE,"2024-09-22T15:30:00Z",2,2,5,3,0,0,0,1,0,0,0,1,0,0,0,3,"10.0","0.0","0.0","1.0",0,"0.00","0.00","0.00","0.69",68,1642,89599,7682,6040
2,51,11,1,TRUE,"2024-09-28T14:00:00Z",4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,4,"2.0","0.0","17.0","1.9",0,"0.11","0.00","0.11","0.00",68,2362,95619,10600,8238
2,61,17,1,TRUE,"2024-10-05T14:00:00Z",3,1,7,59,0,0,0,1,0,0,0,0,0,0,0,9,"1.8","31.5","16.0","4.9",1,"0.38","0.06","0.44","0.32",68,-1821,97477,6898,8719
2,71,3,1,FALSE,"2024-10-19T16:30:00Z",2,0,8,10,0,0,0,0,0,0,0,0,0,0,0,8,"1.0","0.4","6.0","0.7",0,"0.00","0.00","0.00","0.00",68,1340,103246,7657,6317
2,81,12,0,TRUE,"2024-10-27T16:30:00Z",2,2,9,5,0,0,0,0,0,0,0,1,0,0,0,1,"2.0","0.3","21.0","2.3",0,"0.18","0.00","0.18","0.00",68,-3526,101196,1944,5470
2,96,15,1,FALSE,"2024-11-02T12:30:00Z",1,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","2.2","4.0","0.6",0,"0.00","0.01","0.01","0.04",68,-4233,98901,2012,6245
2,103,6,1,FALSE,"2024-11-10T16:30:00Z",1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,1,"0.8","1.0","0.0","0.2",0,"0.00","0.00","0.00","0.04",68,-2957,97572,1427,4384
3,2,20,6,TRUE,"2024-08-17T14:00:00Z",2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,22,"13.8","1.4","8.0","2.3",1,"0.12","0.02","0.14","0.47",60,0,1167503,0,0
3,11,2,6,FALSE,"2024-08-24T16:30:00Z",0,2,2,90,0,0,1,0,0,0,0,1,0,0,1,25,"21.4","1.9","0.0","2.3",1,"0.00","0.02","0.02","1.28",60,-25184,1248259,36723,61907
3,21,5,2,TRUE,"2024-08-31T11:30:00Z",1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,17,"20.8","20.8","9.0","5.1",1,"0.12","0.01","0.13","1.83",60,853,1296327,86679,85826
3,39,18,15,FALSE,"2024-09-15T13:00:00Z",0,1,4,90,1,0,1,0,0,0,0,0,0,0,3,40,"58.0","0.7","35.0","9.4",1,"0.27","0.00","0.27","0.74",60,-115425,1208425,61041,176466
3,47,13,7,FALSE,"2024-09-22T15:30:00Z",2,2,5,90,1,0,0,2,0,0,0,0,0,0,0,15,"56.6","0.8","40.0","9.7",1,"0.49","0.01","0.50","2.16",60,131837,1375740,171534,39697
3,51,11,1,TRUE,"2024-09-28T14:00:00Z",4,2,6,90,0,0,0,2,0,0,0,0,0,0,0,7,"19.6","7.3","57.0","8.4",1,"0.27","0.05","0.32","0.32",61,1006599,2452527,1038827,32228
3,61,17,2,TRUE,"2024-10-05T14:00:00Z",3,1,7,90,0,0,0,1,0,0,0,0,0,0,0,5,"4.6","3.7","16.0","2.4",1,"0.20","0.04","0.24","0.65",62,328472,2805003,382083,53611
3,71,3,1,FALSE,"2024-10-19T16:30:00Z",2,0,8,90,0,0,0,2,0,0,0,0,0,0,0,5,"21.6","1.1","5.0","2.8",1,"0.02","0.00","0.02","1.82",62,128228,2960806,194032,65804
3,81,12,1,TRUE,"2024-10-27T16:30:00Z",2,2,9,53,0,0,0,1,0,0,0,0,0,0,0,7,"4.4","0.7","0.0","0.5",1,"0.00","0.00","0.00","0.39",63,-102913,2845807,112341,215254
3,96,15,2,FALSE,"2024-11-02T12:30:00Z",1,0,10,90,0,0,0,1,0,0,0,0,0,0,0,9,"17.6","14.3","2.0","3.4",1,"0.00","0.10","0.10","0.53",62,-434195,2413799,27273,461468
3,103,6,2,FALSE,"2024-11-10T16:30:00Z",1,1,11,90,0,0,0,1,0,0,0,0,0,0,0,14,"21.6","12.0","4.0","3.8",1,"0.00","0.23","0.23","1.28",62,-93428,2339528,39875,133303
4,2,20,12,TRUE,"2024-08-17T14:00:00Z",2,0,1,90,1,1,1,0,0,0,0,0,0,0,3,48,"54.8","24.1","46.0","12.5",1,"0.45","0.04","0.49","0.47",80,0,1087445,0,0
4,11,2,2,FALSE,"2024-08-24T16:30:00Z",0,2,2,90,0,0,1,0,0,0,0,0,0,0,0,-2,"0.0","6.1","15.0","2.0",1,"0.21","0.03","0.24","1.28",81,285826,1638743,350954,65128
4,21,5,8,TRUE,"2024-08-31T11:30:00Z",1,1,3,90,1,0,0,1,0,0,0,0,0,0,2,34,"47.0","24.8","30.0","10.2",1,"0.77","0.05","0.82","1.83",81,63441,1755160,307787,244346
4,39,18,2,FALSE,"2024-09-15T13:00:00Z",0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,9,"19.2","5.4","36.0","6.1",1,"0.14","0.00","0.14","0.74",81,-8676,1804099,301692,310368
4,47,13,2,FALSE,"2024-09-22T15:30:00Z",2,2,5,90,0,0,0,2,0,0,0,0,0,0,0,8,"15.0","0.0","17.0","3.2",1,"0.06","0.00","0.06","2.16",81,-82509,1733362,108350,190859
4,51,11,6,TRUE,"2024-09-28T14:00:00Z",4,2,6,90,1,0,0,2,0,0,0,0,0,0,0,25,"35.6","8.5","100.0","14.4",1,"1.89","0.04","1.93","0.32",82,201708,1961057,419703,217995
4,61,17,8,TRUE,"2024-10-05T14:00:00Z",3,1,7,90,1,0,0,1,0,0,0,0,0,0,2,34,"37.6","14.9","82.0","13.5",1,"0.77","0.04","0.81","0.65",82,177244,2162410,293506,116262
4,71,3,2,FALSE,"2024-10-19T16:30:00Z",2,0,8,90,0,0,0,2,0,0,0,0,0,0,0,4,"3.6","3.3","10.0","1.7",1,"0.04","0.02","0.06","1.82",83,-176824,1980343,105725,282549
4,81,12,2,TRUE,"2024-10-27T16:30:00Z",2,2,9,90,0,0,0,2,0,0,0,0,0,0,0,3,"4.4","25.3","17.0","4.7",1,"0.17","0.47","0.64","0.85",82,-214525,1768961,30424,244949
4,96,15,1,FALSE,"2024-11-02T12:30:00Z",1,0,10,90,0,0,0,1,0,0,0,1,0,0,0,4,"5.6","11.8","4.0","2.1",1,"0.00","0.42","0.42","0.53",81,-158755,1625586,45811,204566
4,103,6,1,FALSE,"2024-11-10T16:30:00Z",1,1,11,90,0,0,0,1,0,0,0,1,0,0,0,2,"12.0","13.2","2.0","2.7",1,"0.00","0.01","0.01","1.28",80,-367479,1257354,10408,377887
5,2,20,0,TRUE,"2024-08-17T14:00:00Z",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,0,7300,0,0
5,11,2,0,FALSE,"2024-08-24T16:30:00Z",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-1230,6016,0,1230
5,21,5,0,TRUE,"2024-08-31T11:30:00Z",1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-706,5334,0,706
5,39,18,0,FALSE,"2024-09-15T13:00:00Z",0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-495,4862,0,495
5,47,13,0,FALSE,"2024-09-22T15:30:00Z",2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-226,4663,0,226
5,51,11,0,TRUE,"2024-09-28T14:00:00Z",4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-325,4331,0,325
5,61,17,0,TRUE,"2024-10-05T14:00:00Z",3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-188,4153,0,188
5,71,3,0,FALSE,"2024-10-19T16:30:00Z",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-142,4010,0,142
5,81,12,0,TRUE,"2024-10-27T16:30:00Z",2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-94,3922,0,94
5,96,15,0,FALSE,"2024-11-02T12:30:00Z",1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-101,3823,0,101
5,103,6,0,FALSE,"2024-11-10T16:30:00Z",1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",40,-91,3722,0,91
6,2,20,1,TRUE,"2024-08-17T14:00:00Z",2,0,1,21,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.8","8.0","0.8",0,"0.02","0.01","0.03","0.15",55,0,73714,0,0
6,11,2,6,FALSE,"2024-08-24T16:30:00Z",0,2,2,78,0,0,1,0,0,0,0,0,0,0,0,24,"3.4","4.7","2.0","1.0",1,"0.00","0.01","0.01","1.12",55,-7683,77673,4299,11982
6,21,5,1,TRUE,"2024-08-31T11:30:00Z",1,1,3,79,0,0,0,1,0,0,0,1,0,0,0,3,"12.8","10.6","4.0","2.7",1,"0.00","0.02","0.02","1.55",55,14520,102931,28883,14363
6,39,18,5,FALSE,"2024-09-15T13:00:00Z",0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,20,"13.4","1.1","7.0","2.2",1,"0.05","0.01","0.06","0.74",55,-76,106693,18538,18614
6,47,13,2,FALSE,"2024-09-22T15:30:00Z",2,2,5,90,0,0,0,1,0,0,0,0,0,0,0,3,"12.0","0.0","0.0","1.2",1,"0.00","0.00","0.00","1.68",55,13706,124508,23432,9726
6,51,11,4,TRUE,"2024-09-28T14:00:00Z",4,2,6,90,0,1,0,2,0,0,0,0,0,0,0,25,"45.6","82.8","11.0","13.9",1,"0.21","0.12","0.33","0.32",55,48216,177548,71786,23570
6,61,17,0,TRUE,"2024-10-05T14:00:00Z",3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",55,30152,211295,60564,30412
6,71,3,0,FALSE,"2024-10-19T16:30:00Z",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",55,-38435,170817,2736,41171
6,81,12,2,TRUE,"2024-10-27T16:30:00Z",2,2,9,75,0,0,0,1,0,0,0,0,0,0,0,4,"14.8","11.6","2.0","2.8",1,"0.00","0.02","0.02","0.54",55,-33099,138466,809,33908
6,96,15,1,FALSE,"2024-11-02T12:30:00Z",1,0,10,70,0,0,0,1,0,0,0,1,0,0,0,5,"3.4","14.0","7.0","2.4",1,"0.04","0.11","0.15","0.48",55,3402,144967,17690,14288
6,103,6,2,FALSE,"2024-11-10T16:30:00Z",1,1,11,90,0,0,0,1,0,0,0,0,0,0,0,3,"12.0","1.5","1.0","1.5",1,"0.04","0.01","0.05","1.28",55,-5918,139504,7533,13451
7,2,20,0,TRUE,"2024-08-17T14:00:00Z",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",50,0,25861,0,0
7,11,2,0,FALSE,"2024-08-24T16:30:00Z",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",50,-4149,28506,2615,6764
7,21,5,0,TRUE,"2024-08-31T11:30:00Z",1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",49,-3634,27279,3276,6910
7,39,18,2,FALSE,"2024-09-15T13:00:00Z",0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,0,"0.4","1.8","0.0","0.2",1,"0.00","0.00","0.00","0.74",49,-982,28424,4753,5735
7,47,13,0,FALSE,"2024-09-22T15:30:00Z",2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",49,-91,29155,2335,2426
7,51,11,0,TRUE,"2024-09-28T14:00:00Z",4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",49,-1446,28147,1712,3158
7,61,17,2,TRUE,"2024-10-05T14:00:00Z",3,1,7,60,0,0,0,1,0,0,0,0,0,0,0,17,"4.0","19.5","1.0","2.5",1,"0.04","0.14","0.18","0.32",49,-1641,26952,1256,2897
7,71,3,0,FALSE,"2024-10-19T16:30:00Z",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",48,-353,27223,1293,1646
7,81,12,0,TRUE,"2024-10-27T16:30:00Z",2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",48,-624,26831,699,1323
7,96,15,0,FALSE,"2024-11-02T12:30:00Z",1,0,10,4,0,0,0,0,0,0,0,1,0,0,0,-1,"0.0","0.3","0.0","0.0",0,"0.00","0.01","0.01","0.04",48,-724,26406,784,1508
7,103,6,0,FALSE,"2024-11-10T16:30:00Z",1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",48,-1047,25557,384,1431
8,2,20,0,TRUE,"2024-08-17T14:00:00Z",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",50,0,16779,0,0
8,11,2,0,FALSE,"2024-08-24T16:30:00Z",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",50,-3242,17038,708,3950
8,21,5,0,TRUE,"2024-08-31T11:30:00Z",1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",49,-2401,15992,828,3229
8,39,18,0,FALSE,"2024-09-15T13:00:00Z",0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",49,-1679,15388,672,2351
8,47,13,1,FALSE,"2024-09-22T15:30:00Z",2,2,5,16,0,0,0,1,0,0,0,0,0,0,0,-1,"5.2","0.0","0.0","0.5",0,"0.00","0.00","0.00","0.99",49,-747,15120,390,1137
8,51,11,0,TRUE,"2024-09-28T14:00:00Z",4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",48,-175,15474,948,1123
8,61,17,1,TRUE,"2024-10-05T14:00:00Z",3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,3,"2.4","0.3","0.0","0.3",0,"0.00","0.00","0.00","0.04",48,395,16462,1626,1231
8,71,3,0,FALSE,"2024-10-19T16:30:00Z",2,0,8,43,0,0,0,2,0,0,0,0,0,0,0,-4,"3.0","0.2","0.0","0.3",0,"0.00","0.00","0.00","1.69",48,-679,16198,557,1236
8,81,12,1,TRUE,"2024-10-27T16:30:00Z",2,2,9,36,0,0,0,1,0,0,0,0,0,0,0,-1,"5.6","0.5","0.0","0.6",0,"0.00","0.00","0.00","0.45",48,-274,16194,482,756
8,96,15,0,FALSE,"2024-11-02T12:30:00Z",1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",48,567,17175,1434,867
8,103,6,0,FALSE,"2024-11-10T16:30:00Z",1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",48,-830,16531,288,1118
9,2,20,3,TRUE,"2024-08-17T14:00:00Z",2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16,"13.6","36.7","25.0","7.5",1,"0.08","0.19","0.27","0.47",70,0,253825,0,0
9,11,2,3,FALSE,"2024-08-24T16:30:00Z",0,2,2,64,0,0,1,0,0,0,0,0,0,0,0,9,"6.4","26.3","10.0","4.3",1,"0.00","0.41","0.41","1.12",70,-12758,275265,21172,33930
9,21,5,1,TRUE,"2024-08-31T11:30:00Z",1,1,3,16,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","0.5","0.0","0.0",0,"0.00","0.00","0.00","0.65",70,-35321,249418,21818,57139
9,39,18,3,FALSE,"2024-09-15T13:00:00Z",0,1,4,79,0,0,1,0,0,0,0,0,0,0,0,18,"22.8","25.6","31.0","7.9",1,"0.17","0.14","0.31","0.61",69,-54816,200769,8634,63450
9,47,13,5,FALSE,"2024-09-22T15:30:00Z",2,2,5,86,0,1,0,1,0,0,0,0,0,0,0,18,"25.2","25.0","4.0","5.4",1,"0.00","0.06","0.06","1.48",69,-14687,190107,6790,21477
9,51,11,13,TRUE,"2024-09-28T14:00:00Z",4,2,6,73,1,1,0,2,0,0,0,0,0,0,3,39,"52.0","28.2","60.0","14.0",1,"0.39","0.55","0.94","0.32",69,63186,258966,84010,20824
9,61,17,6,TRUE,"2024-10-05T14:00:00Z",3,1,7,30,1,0,0,0,0,0,0,0,0,0,0,27,"35.8","4.3","37.0","7.7",0,"0.41","0.04","0.45","0.33",70,182858,457536,205106,22248
9,71,3,1,FALSE,"2024-10-19T16:30:00Z",2,0,8,26,0,0,0,2,0,0,0,0,0,0,0,-5,"2.0","2.7","21.0","2.6",0,"0.42","0.01","0.43","1.03",70,-3384,457823,74381,77765
9,81,12,2,TRUE,"2024-10-27T16:30:00Z",2,2,9,84,0,0,0,2,0,0,0,0,0,0,0,9,"6.8","16.8","15.0","3.9",1,"0.06","0.39","0.45","0.85",70,-36855,422426,35240,72095
9,96,15,2,FALSE,"2024-11-02T12:30:00Z",1,0,10,60,0,0,0,1,0,0,0,0,0,0,0,2,"3.6","2.3","10.0","1.6",1,"0.00","0.06","0.06","0.44",70,-7740,419765,46051,53791
9,103,6,8,FALSE,"2024-11-10T16:30:00Z",1,1,11,70,1,0,0,1,0,0,0,0,0,0,1,25,"37.2","1.4","52.0","9.1",1,"0.48","0.00","0.48","1.22",69,-60643,359318,10823,71466
12,2,20,0,TRUE,"2024-08-17T14:00:00Z",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",45,0,16484,0,0
12,11,2,0,FALSE,"2024-08-24T16:30:00Z",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",45,-452,20276,2466,2918
12,21,5,0,TRUE,"2024-08-31T11:30:00Z",1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",45,-497,21665,3931,4428
12,39,18,1,FALSE,"2024-09-15T13:00:00Z",0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,5,"8.2","0.4","0.0","0.9",0,"0.00","0.00","0.00","0.09",45,3034,26639,7926,4892
12,47,13,0,FALSE,"2024-09-22T15:30:00Z",2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",45,1086,28148,3531,2445
12,51,11,1,TRUE,"2024-09-28T14:00:00Z",4,2,6,5,0,0,0,0,0,0,0,0,0,0,0,6,"6.2","11.0","15.0","3.2",0,"0.02","0.16","0.18","0.00",45,947,29329,4511,3564
12,61,17,0,TRUE,"2024-10-05T14:00:00Z",3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",45,3817,33783,7275,3458
12,71,3,1,FALSE,"2024-10-19T16:30:00Z",2,0,8,9,0,0,0,0,0,0,0,0,0,0,0,1,"0.0","0.7","0.0","0.1",0,"0.00","0.00","0.00","0.00",45,-1503,32334,1958,3461
12,81,12,1,TRUE,"2024-10-27T16:30:00Z",2,2,9,5,0,0,0,0,0,0,0,0,0,0,0,4,"1.0","0.5","2.0","0.4",0,"0.00","0.00","0.00","0.00",45,-37,32660,1800,1837
12,96,15,1,FALSE,"2024-11-02T12:30:00Z",1,0,10,29,0,0,0,0,0,0,0,0,0,0,0,2,"0.4","1.0","3.0","0.4",0,"0.03","0.01","0.04","0.08",45,1700,34690,3978,2278
12,103,6,0,FALSE,"2024-11-10T16:30:00Z",1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",45,974,35853,3683,2709
13,2,20,3,TRUE,"2024-08-17T14:00:00Z",2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16,"15.0","24.0","15.0","5.4",1,"0.02","0.06","0.08","0.47",85,0,1391537,0,0
13,11,2,2,FALSE,"2024-08-24T16:30:00Z",0,2,2,90,0,0,1,0,0,0,0,1,0,0,0,4,"9.4","34.2","20.0","6.4",1,"0.26","0.60","0.86","1.28",85,-127842,1384608,28847,156689
13,21,5,2,TRUE,"2024-08-31T11:30:00Z",1,1,3,73,0,0,0,1,0,0,0,0,0,0,0,9,"10.0","16.8","25.0","5.2",1,"0.18","0.08","0.26","1.18",84,-209302,1210007,52692,261994
13,39,18,0,FALSE,"2024-09-15T13:00:00Z",0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",83,-509232,715216,16076,525308
13,47,13,0,FALSE,"2024-09-22T15:30:00Z",2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",83,-193840,533452,864,194704
13,51,11,0,TRUE,"2024-09-28T14:00:00Z",4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",82,-107298,429381,313,107611
13,61,17,0,TRUE,"2024-10-05T14:00:00Z",3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",82,-49859,380805,323,50182
13,71,3,0,FALSE,"2024-10-19T16:30:00Z",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",82,-25049,356663,320,25369
13,81,12,0,TRUE,"2024-10-27T16:30:00Z",2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",82,-8385,348691,267,8652
13,96,15,0,FALSE,"2024-11-02T12:30:00Z",1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",82,-8234,340740,554,8788
13,103,6,7,FALSE,"2024-11-10T16:30:00Z",1,1,11,90,0,1,0,1,0,0,0,0,0,0,2,26,"28.4","50.7","6.0","8.5",1,"0.11","0.23","0.34","1.28",82,7071,349669,11410,4339
15,2,20,8,TRUE,"2024-08-17T14:00:00Z",2,0,1,90,0,0,1,0,0,0,0,0,0,3,1,28,"28.0","0.0","0.0","2.8",1,"0.00","0.00","0.00","0.47",55,0,2143198,0,0
