"element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out"
320,3,6,0,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,7811,0,0
321,3,6,2,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,83,0,0,0,1,0,0,0,0,0,0,0,12,"9.6","1.2","4.0","1.5",2,3,1,3,1,"0.00","0.01","0.01","1.07",45,0,3772,0,0
322,3,6,2,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,17,"13.0","1.7","0.0","1.5",4,5,3,7,1,"0.00","0.01","0.01","1.54",45,0,14602,0,0
323,3,6,0,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,15548,0,0
324,3,6,2,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,65,0,0,0,1,0,0,0,0,0,0,0,10,"9.6","40.5","1.0","5.1",0,2,0,2,1,"0.01","0.25","0.26","1.05",65,0,158580,0,0
325,3,6,1,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,13,0,0,0,0,0,0,0,0,0,0,0,2,"0.2","2.0","2.0","0.4",0,0,0,0,0,"0.06","0.00","0.06","0.47",60,0,98177,0,0
326,3,6,1,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,24,0,0,0,0,0,0,0,0,0,0,0,1,"0.0","0.8","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.50",55,0,31362,0,0
327,3,6,0,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,35842,0,0
328,3,6,0,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,3258,0,0
329,3,6,5,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,90,0,1,0,1,0,0,0,0,0,0,0,17,"3.0","5.4","13.0","2.1",1,4,1,6,1,"0.06","0.02","0.08","1.54",55,0,102174,0,0
330,3,6,2,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,65,0,0,0,1,0,0,0,0,0,0,0,3,"1.2","0.7","0.0","0.2",1,1,1,3,1,"0.00","0.01","0.01","1.05",50,0,6460,0,0
331,3,6,0,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,24,0,0,0,0,0,0,0,1,0,0,0,-3,"0.0","0.4","0.0","0.0",0,2,0,2,0,"0.00","0.00","0.00","0.50",50,0,3407,0,0
332,3,6,2,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,9,"1.8","13.3","2.0","1.7",2,0,1,3,1,"0.00","0.01","0.01","1.54",50,0,5926,0,0
333,3,6,0,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,6788,0,0
334,3,6,0,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,487,0,0
335,3,6,2,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,76,0,0,0,1,0,0,0,0,0,0,0,10,"12.4","14.0","27.0","5.3",0,5,3,8,1,"0.18","0.13","0.31","1.07",45,0,80361,0,0
336,3,6,0,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,26860,0,0
337,3,6,2,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,65,0,0,0,1,0,0,0,0,0,0,0,0,"0.0","3.3","11.0","0.7",0,0,0,0,1,"0.27","0.00","0.27","1.05",65,0,219501,0,0
338,3,6,7,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,24,1,0,0,0,0,0,0,1,0,0,3,25,"31.0","0.0","33.0","6.4",0,0,0,0,0,"0.15","0.00","0.15","0.50",55,0,184777,0,0
664,3,6,0,FALSE,"2025-08-16T14:00:00Z",1,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,82788,0,0
339,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,77765,0,0
340,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,19764,0,0
341,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,318054,0,0
342,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,20368,0,0
343,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,33176,0,0
344,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,15339,0,0
345,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,6544,0,0
346,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,24105,0,0
347,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,275609,0,0
348,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,220693,0,0
349,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,18239,0,0
350,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,6703,0,0
351,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,35555,0,0
352,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,15044,0,0
353,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,49896,0,0
354,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,8869,0,0
355,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,9774,0,0
356,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,4328,0,0
357,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,4726,0,0
358,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,23072,0,0
359,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,1383,0,0
360,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,3832,0,0
361,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,8337,0,0
362,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,204534,0,0
363,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,203728,0,0
364,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,3630,0,0
365,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,37636,0,0
493,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,18431,0,0
660,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,24549,0,0
665,10,9,0,TRUE,"2025-08-18T19:00:00Z",,,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,33149,0,0
366,1,4,1,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,90,0,0,0,2,0,0,0,0,0,1,0,8,"13.6","0.0","0.0","1.4",2,7,0,0,1,"0.00","0.01","0.01","1.70",55,0,1083053,0,0
367,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,44193,0,0
368,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,7352,0,0
369,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,8250,0,0
370,1,4,1,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,59,0,0,0,0,0,0,0,0,0,0,0,8,"5.4","1.3","2.0","0.9",3,1,1,4,1,"0.01","0.01","0.02","0.81",60,0,3010630,0,0
371,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,59,0,0,0,0,0,0,0,1,0,0,0,5,"8.4","1.3","0.0","1.0",5,5,1,6,1,"0.00","0.01","0.01","0.81",60,0,669998,0,0
372,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,30,0,0,0,2,0,0,0,0,0,0,0,-3,"5.4","4.1","2.0","1.2",2,0,0,2,0,"0.00","0.04","0.04","0.89",60,0,129710,0,0
373,1,4,3,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,11,"49.4","0.9","25.0","7.5",20,4,1,21,1,"0.18","0.01","0.19","1.70",60,0,2230654,0,0
374,1,4,1,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,6,"21.4","0.6","0.0","2.2",7,5,0,7,1,"0.00","0.00","0.00","1.70",55,0,278294,0,0
375,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,13853,0,0
376,1,4,1,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,18,0,0,0,1,0,0,0,0,0,0,0,-1,"2.4","0.4","0.0","0.3",1,1,0,1,0,"0.00","0.00","0.00","0.21",50,0,6742,0,0
377,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,11722,0,0
378,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,9069,0,0
379,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,14971,0,0
380,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,15433,0,0
381,1,4,8,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,90,1,0,0,2,0,0,0,0,0,0,1,36,"49.0","33.8","51.0","13.4",1,9,0,10,1,"0.26","0.11","0.37","1.70",145,0,5221323,0,0
382,1,4,2,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,81,0,0,0,2,0,0,0,0,0,0,0,14,"12.0","45.0","12.0","6.9",1,6,2,9,1,"0.14","0.28","0.42","1.70",85,0,3336069,0,0
383,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",80,0,12733,0,0
384,1,4,7,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,90,1,0,0,2,0,0,0,0,0,0,0,34,"48.2","39.6","46.0","13.4",1,6,1,8,1,"0.20","0.44","0.64","1.70",75,0,694300,0,0
385,1,4,6,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,8,1,0,0,0,0,0,0,0,0,0,0,29,"35.2","0.3","17.0","5.3",0,0,1,1,0,"0.16","0.00","0.16","0.00",65,0,7924,0,0
386,1,4,5,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,71,0,1,0,1,0,0,0,0,0,0,0,27,"27.4","15.2","11.0","5.4",1,2,3,6,1,"0.03","0.02","0.05","1.49",65,0,150572,0,0
387,1,4,2,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,90,0,0,0,2,0,0,0,0,0,0,0,17,"14.0","29.8","24.0","6.8",2,5,4,11,1,"0.10","0.09","0.19","1.70",65,0,203688,0,0
388,1,4,1,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,18,0,0,0,1,0,0,0,0,0,0,0,4,"3.2","10.9","0.0","1.4",0,1,0,1,0,"0.00","0.04","0.04","0.21",55,0,11008,0,0
389,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,15644,0,0
390,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,9545,0,0
391,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,4207,0,0
392,1,4,4,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,30,0,1,0,2,0,0,0,0,0,0,0,15,"24.6","10.7","0.0","3.5",1,0,2,3,0,"0.00","0.00","0.00","0.89",50,0,7610,0,0
393,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,4817,0,0
394,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,2780,0,0
395,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,624,0,0
396,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,7885,0,0
397,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",65,0,23712,0,0
398,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,13290,0,0
661,1,4,11,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,71,1,1,0,1,0,0,0,0,0,0,2,37,"52.8","24.4","37.0","11.4",1,0,0,1,1,"1.14","0.02","1.16","1.49",85,0,1395287,0,0
686,1,4,0,TRUE,"2025-08-15T19:00:00Z",4,2,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,0,0,0
182,7,20,7,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,1,0,0,0,0,0,0,3,0,31,"28.8","0.0","0.0","2.9",2,10,0,0,1,"0.00","0.00","0.00","0.49",50,0,173414,0,0
399,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,300506,0,0
400,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,24396,0,0
401,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,16987,0,0
402,7,20,9,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,33,"30.4","13.5","3.0","4.7",9,3,6,15,1,"0.06","0.02","0.08","0.49",60,0,1969933,0,0
403,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",60,0,1096282,0,0
404,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,79945,0,0
405,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,61989,0,0
406,7,20,1,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,8,0,0,0,0,0,0,0,0,0,0,0,7,"3.6","0.0","0.0","0.4",0,0,1,1,0,"0.00","0.00","0.00","0.08",55,0,33910,0,0
407,7,20,1,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,24,0,0,0,0,0,0,0,0,0,0,0,6,"3.8","1.2","0.0","0.5",3,2,1,4,0,"0.00","0.00","0.00","0.19",55,0,48799,0,0
408,7,20,6,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,27,"21.6","1.7","2.0","2.5",5,4,0,5,1,"0.00","0.08","0.08","0.49",55,0,281477,0,0
409,7,20,6,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,81,0,0,1,0,0,0,0,0,0,0,0,27,"14.4","2.2","0.0","1.7",3,4,0,3,1,"0.00","0.01","0.01","0.40",55,0,58549,0,0
410,7,20,11,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,65,0,1,1,0,0,0,0,0,0,0,2,41,"29.2","13.1","8.0","5.0",5,1,1,6,1,"0.00","0.53","0.53","0.29",50,0,61558,0,0
411,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,24,0,0,0,0,0,0,0,1,0,0,0,-2,"0.0","5.0","0.0","0.5",0,0,0,0,0,"0.00","0.01","0.01","0.19",50,0,15747,0,0
412,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,1413,0,0
413,7,20,1,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,24,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.8","6.0","0.7",0,1,0,1,0,"0.14","0.00","0.14","0.19",85,0,1094328,0,0
414,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",80,0,112706,0,0
415,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",70,0,115640,0,0
416,7,20,3,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,65,0,0,1,0,0,0,0,0,0,0,0,25,"22.0","62.0","4.0","8.8",1,4,4,9,1,"0.00","0.44","0.44","0.29",65,0,76463,0,0
417,7,20,6,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,17,1,0,0,0,0,0,0,0,0,0,0,22,"35.8","2.8","7.0","4.6",1,0,0,1,0,"0.06","0.03","0.09","0.19",65,0,748450,0,0
418,7,20,3,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,65,0,0,1,0,0,0,0,0,0,0,0,4,"0.0","3.2","4.0","0.6",0,1,0,1,1,"0.00","0.02","0.02","0.29",65,0,109378,0,0
420,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",65,0,20021,0,0
421,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",65,0,52781,0,0
422,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",60,0,1064,0,0
423,7,20,3,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,24,"26.8","5.6","6.0","3.8",4,4,3,11,1,"0.05","0.04","0.09","0.49",60,0,6190,0,0
424,7,20,6,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,0,1,1,0,0,0,0,0,0,0,0,25,"24.6","25.4","8.0","5.8",0,4,0,4,1,"0.00","0.07","0.07","0.49",55,0,9671,0,0
425,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,3471,0,0
426,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,15888,0,0
427,7,20,10,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,90,1,1,1,0,0,0,0,1,0,0,0,32,"49.8","23.7","28.0","10.2",1,1,1,3,1,"0.12","0.21","0.33","0.49",55,0,1819194,0,0
