"can_transact","can_select","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","removed","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","region","team_join_date","birth_date","has_temporary_code","opta_code","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90","defensive_contribution_per_90"
TRUE,TRUE,,,198869,0,0,0,0,0,2,"4.3","3.8",6,"Benjamin","6.0",11,FALSE,"",,55,"198869.jpg","6.0",FALSE,"White","0.9",FALSE,,"a",1,3,6,6117,6117,2832,2832,"1.1","1.1","White",241,"2021-07-30","1997-10-08",FALSE,"p198869",70,0,0,1,0,0,0,0,0,0,0,0,23,"15.4","11.3","1.0","2.8",6,4,2,8,1,"0.01","0.01","0.02","0.85",93,38,87,25,177,53,113,33,,"",,"",,"",0.01,0,0.01,0.02,1.09,0,141,15,51,27,51,27,188,70,1.29,1.29,10.29
TRUE,TRUE,,,206325,0,0,0,0,0,2,"3.6","3.1",0,"Oleksandr","0.0",12,FALSE,"",,50,"206325.jpg","0.0",FALSE,"Zinchenko","0.4",FALSE,,"a",1,3,0,1893,1893,2946,2946,"0.0","0.0","Zinchenko",225,"2022-07-22","1996-12-15",FALSE,"p206325",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",534,205,540,205,513,194,548,206,,"",,"",,"",0,0,0,0,0,0,256,38,544,200,544,200,278,103,0,0,0
TRUE,TRUE,,,563324,0,0,0,0,0,2,"2.0","1.5",0,"Brayden","0.0",13,FALSE,"",,40,"563324.jpg","0.0",FALSE,"Clarke","0.6",FALSE,,"a",1,3,0,2873,2873,3022,3022,"0.0","0.0","Clarke",,,,FALSE,"p563324",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",340,144,337,145,282,114,356,146,,"",,"",,"",0,0,0,0,0,0,669,210,349,134,349,134,234,86,0,0,0
TRUE,TRUE,,,588793,0,0,0,0,0,2,"2.0","1.5",0,"Maldini","0.0",14,FALSE,"",,40,"588793.jpg","0.0",FALSE,"Kacurri","0.2",FALSE,,"a",1,3,0,650,650,1022,1022,"0.0","0.0","Kacurri",,,,FALSE,"p588793",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",349,150,346,151,291,120,365,152,,"",,"",,"",0,0,0,0,0,0,679,217,358,140,358,140,391,146,0,0,0
TRUE,TRUE,,,499167,0,0,0,0,0,2,"2.0","1.5",0,"Josh","0.0",15,FALSE,"",,40,"499167.jpg","0.0",FALSE,"Nichols","0.2",FALSE,,"a",1,3,0,558,558,926,926,"0.0","0.0","Nichols",241,"2024-07-24","2006-07-26",FALSE,"p499167",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",317,126,314,127,258,95,333,128,,"",,"",,"",0,0,0,0,0,0,644,190,326,116,326,116,384,142,0,0,0
TRUE,TRUE,,,223340,0,0,0,0,0,3,"4.0","3.5",3,"Bukayo","3.0",16,FALSE,"",,100,"223340.jpg","3.0",FALSE,"Saka","16.9",FALSE,,"a",1,3,3,43322,43322,37037,37037,"0.3","0.3","Saka",241,"2018-11-28","2001-09-05",FALSE,"p223340",90,0,0,1,0,0,0,0,0,0,0,0,5,"10.0","16.4","5.0","3.1",0,2,3,5,1,"0.08","0.09","0.17","1.59",143,51,52,38,110,64,104,56,1,"",4,"",1,"",0.08,0,0.09,0.17,1.59,0,5,3,113,58,113,58,27,7,1,1,5
TRUE,TRUE,,,184029,0,0,0,0,0,3,"3.6","3.1",5,"Martin","5.0",17,FALSE,"",,80,"184029.jpg","5.0",FALSE,"Ødegaard","3.6",FALSE,,"a",1,3,5,16375,16375,12809,12809,"0.6","0.6","Ødegaard",161,"2021-08-20","1998-12-17",FALSE,"p184029",90,0,0,1,0,0,0,0,0,0,0,0,16,"17.8","17.3","17.0","5.2",6,7,1,14,1,"0.13","0.09","0.22","1.59",82,30,49,35,56,34,48,32,3,"",2,"",2,"",0.13,0,0.09,0.22,1.59,0,14,8,71,24,71,24,88,29,1,1,14
TRUE,TRUE,,,248857,0,0,0,0,0,3,"3.3","2.8",1,"Noni","1.0",18,FALSE,"",,70,"248857.jpg","1.0",FALSE,"Madueke","1.1",FALSE,,"a",1,3,1,2066,2066,7661,7661,"0.1","0.1","Madueke",241,"2025-07-18","2002-03-10",FALSE,"p248857",30,0,0,0,0,0,0,0,0,0,0,0,2,"1.6","10.7","2.0","1.4",0,0,0,0,0,"0.00","0.02","0.02","0.91",227,104,98,63,169,95,195,90,,"",,"",,"",0,0,0.06,0.06,2.73,0,38,25,243,125,243,125,171,57,0,0,0
TRUE,TRUE,,,444145,0,0,0,0,0,3,"3.3","2.8",1,"Gabriel","1.0",19,FALSE,"",,70,"444145.jpg","1.0",FALSE,"Martinelli Silva","1.5",FALSE,,"a",1,3,1,4101,4101,7212,7212,"0.1","0.1","Martinelli",30,"2019-07-15","2001-06-18",FALSE,"p444145",59,0,0,0,0,0,0,0,0,0,0,0,7,"6.2","10.3","21.0","3.8",0,3,1,4,1,"0.04","0.01","0.05","0.68",169,66,102,66,39,21,86,48,,"",,"",,"",0.06,0,0.02,0.08,1.04,0,40,26,245,126,245,126,153,51,1.53,0,6.1
TRUE,TRUE,100,75,116216,0,0,0,0,0,3,"3.3","2.1",0,"Leandro","0.0",20,FALSE,"","2025-08-10T18:00:05.270079Z",70,"116216.jpg","0.0",FALSE,"Trossard","0.3",FALSE,,"a",1,3,0,152,152,4012,4012,"0.0","0.0","Trossard",21,"2023-01-20","1994-12-04",FALSE,"p116216",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",677,300,681,301,681,301,681,301,,"",,"",4,"",0,0,0,0,0,0,31,18,680,301,680,301,289,92,0,0,0
TRUE,TRUE,,,204480,0,0,0,0,0,3,"3.2","2.7",6,"Declan","6.0",21,FALSE,"",,65,"204480.jpg","6.0",FALSE,"Rice","8.0",FALSE,,"a",1,3,6,28351,28351,26452,26452,"0.9","0.9","Rice",241,"2023-07-15","1999-01-14",FALSE,"p204480",82,0,1,1,0,0,0,0,0,0,0,0,14,"2.8","2.3","8.0","1.3",1,3,0,4,1,"0.17","0.01","0.18","1.10",212,96,144,88,84,49,203,95,2,"",1,"",,"",0.19,0,0.01,0.2,1.21,0,52,36,59,15,59,15,53,17,1.1,1.1,4.39
TRUE,TRUE,,,195384,0,0,0,0,0,3,"3.1","2.6",1,"Mikel","1.0",22,FALSE,"",,60,"195384.jpg","1.0",FALSE,"Merino Zazón","0.6",FALSE,,"a",1,3,1,2703,2703,7111,7111,"0.2","0.2","Merino",200,"2024-08-27","1996-06-22",FALSE,"p195384",7,0,0,0,0,0,0,0,0,0,0,0,2,"1.2","0.0","0.0","0.1",1,0,0,1,0,"0.00","0.00","0.00","0.48",230,107,660,287,656,285,260,124,,"",,"",,"",0,0,0,0,6.17,0,91,63,232,118,232,118,228,74,0,0,12.86
TRUE,TRUE,,,438098,0,0,0,0,0,3,"3.0","2.5",0,"Fábio","0.0",23,FALSE,"",,55,"438098.jpg","0.0",FALSE,"Ferreira Vieira","0.0",FALSE,,"a",1,3,0,227,227,418,418,"0.0","0.0","Fábio Vieira",173,"2022-06-21","2000-05-30",FALSE,"p438098",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",628,269,635,273,624,266,637,273,,"",,"",,"",0,0,0,0,0,0,171,111,633,273,633,273,582,229,0,0,0
TRUE,TRUE,75,,128295,0,0,0,0,0,3,"2.3","2.5",0,"Christian","0.0",24,FALSE,"Knock - 75% chance of playing","2025-08-18T08:00:05.297235Z",55,"128295.jpg","0.0",FALSE,"Nørgaard","0.6",FALSE,,"d",1,3,0,1021,1021,6437,6437,"0.0","0.0","Nørgaard",58,"2025-07-10","1994-03-10",FALSE,"p128295",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",607,254,612,258,595,247,616,258,,"",,"",,"",0,0,0,0,0,0,128,83,614,259,614,259,233,77,0,0,0
TRUE,TRUE,,,499175,0,0,0,0,0,3,"3.0","2.5",0,"Ethan","0.0",25,FALSE,"",,55,"499175.jpg","0.0",FALSE,"Nwaneri","0.3",FALSE,,"a",1,3,0,1073,1073,3301,3301,"0.0","0.0","Nwaneri",241,"2022-09-17","2007-03-21",FALSE,"p499175",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",641,276,649,280,640,273,651,280,4,"",3,"",,"",0,0,0,0,0,0,194,123,648,280,648,280,318,104,0,0,0
TRUE,TRUE,,,481655,0,0,0,0,0,3,"3.0","2.5",5,"Martín","5.0",26,FALSE,"",,55,"481655.jpg","5.0",FALSE,"Zubimendi Ibáñez","2.2",FALSE,,"a",1,3,5,12570,12570,12995,12995,"0.9","0.9","Zubimendi",200,"2025-07-06","1999-02-02",FALSE,"p481655",90,0,0,1,0,0,0,0,0,0,0,0,15,"16.0","1.9","2.0","2.0",4,5,3,12,1,"0.00","0.01","0.01","1.59",89,32,153,92,159,89,159,75,,"",,"",,"",0,0,0.01,0.01,1.59,0,187,120,67,20,67,20,117,37,1,1,12
TRUE,TRUE,,,200641,0,0,0,0,0,3,"2.5","2.0",0,"Reiss","0.0",27,FALSE,"",,50,"200641.jpg","0.0",FALSE,"Nelson","0.1",FALSE,,"a",1,3,0,847,847,1331,1331,"0.0","0.0","Nelson",241,"2017-07-12","1999-12-10",FALSE,"p200641",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",531,206,537,213,510,195,545,213,,"",,"",,"",0,0,0,0,0,0,251,158,541,214,541,214,444,145,0,0,0
TRUE,TRUE,,,588796,0,0,0,0,0,3,"2.0","1.5",0,"Ismeal","0.0",28,FALSE,"",,45,"588796.jpg","0.0",FALSE,"Kabia","0.3",FALSE,,"a",1,3,0,1788,1788,2255,2255,"0.0","0.0","Kabia",152,"2024-09-14","2005-12-10",FALSE,"p588796",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",490,177,494,186,457,162,505,185,,"",,"",,"",0,0,0,0,0,0,538,293,504,189,504,189,311,100,0,0,0
TRUE,TRUE,,,437742,0,0,0,0,0,3,"2.0","1.5",0,"Albert","0.0",29,FALSE,"",,45,"437742.jpg","0.0",FALSE,"Sambi Lokonga","0.1",FALSE,,"a",1,3,0,800,800,1070,1070,"0.0","0.0","Sambi",21,"2021-07-19","1999-10-22",FALSE,"p437742",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",407,123,406,131,365,108,422,131,,"",,"",,"",0,0,0,0,0,0,434,235,419,135,419,135,442,144,0,0,0
TRUE,TRUE,,,219847,0,0,0,0,0,4,"3.4","2.9",1,"Kai","1.0",30,FALSE,"",,75,"219847.jpg","1.0",FALSE,"Havertz","1.3",FALSE,,"a",1,3,1,5149,5149,9549,9549,"0.1","0.1","Havertz",80,"2023-06-28","1999-06-11",FALSE,"p219847",30,0,0,0,0,0,0,0,0,0,0,0,4,"1.8","0.8","2.0","0.5",0,2,0,2,0,"0.00","0.01","0.01","0.91",226,17,194,16,170,26,240,26,,"",,"",,"",0,0,0.03,0.03,2.73,0,22,10,248,25,248,25,162,28,0,0,6
TRUE,TRUE,0,0,205651,0,0,0,0,0,4,"0.0","0.0",0,"Gabriel","0.0",31,FALSE,"Knee injury - Unknown return date","2025-07-21T10:00:04.697564Z",65,"205651.jpg","0.0",FALSE,"Fernando de Jesus","0.0",FALSE,,"i",1,3,0,143,143,553,553,"0.0","0.0","G.Jesus",30,"2022-07-04","1997-04-03",FALSE,"p205651",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",665,65,672,68,670,68,671,68,,"",,"",,"",0,0,0,0,0,0,53,17,670,68,670,68,577,69,0,0,0
TRUE,TRUE,,,500040,0,0,0,0,0,2,"4.3","3.8",0,"Cristhian","0.0",662,FALSE,"",,55,"500040.jpg","0.0",FALSE,"Mosquera","0.1",FALSE,,"a",1,3,0,247,247,880,880,"0.0","0.0","Mosquera",200,"2025-07-24","2004-06-27",FALSE,"p500040",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",642,227,650,226,641,223,652,227,,"",,"",,"",0,0,0,0,0,0,195,29,649,224,649,224,455,174,0,0,0
TRUE,TRUE,,,224117,0,0,0,0,0,4,"3.8","3.3",1,"Viktor","1.0",666,FALSE,"",,90,"224117.jpg","1.0",FALSE,"Gyökeres","25.7",FALSE,,"a",1,3,1,85920,85920,105774,105774,"0.1","0.1","Gyökeres",206,"2025-07-26","1998-06-04",FALSE,"p224117",59,0,0,0,0,0,0,0,0,0,0,0,0,"0.4","5.5","6.0","1.2",1,1,0,2,1,"0.00","0.06","0.06","0.68",239,20,111,8,106,23,209,19,,"",,"",,"",0,0,0.09,0.09,1.04,0,8,4,252,28,252,28,11,4,1.53,0,3.05
TRUE,TRUE,100,0,98980,0,0,0,0,0,1,"3.1","0.0",0,"Emiliano","0.0",32,FALSE,"","2025-07-21T10:00:04.758838Z",50,"98980.jpg","0.0",FALSE,"Martínez Romero","0.8",FALSE,,"a",2,7,0,7603,7603,3043,3043,"0.0","0.0","Martinez",10,"2020-09-16","1992-09-02",FALSE,"p98980",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",517,77,521,71,490,70,531,77,,"",,"",,"",0,0,0,0,0,0,225,9,528,77,528,77,201,27,0,0,0
TRUE,TRUE,,,72147,0,0,0,0,0,1,"2.3","1.8",7,"Marco","7.0",33,FALSE,"",,45,"72147.jpg","7.0",FALSE,"Bizot","0.7",FALSE,,"a",2,7,7,20561,20561,4154,4154,"1.6","1.6","M.Bizot",152,"2025-07-15","1991-03-10",FALSE,"p72147",90,0,0,1,0,0,0,0,0,0,3,0,29,"19.6","0.0","0.0","2.0",1,12,0,0,1,"0.00","0.00","0.00","1.43",71,12,362,50,307,49,154,12,,"",,"",,"",0,3,0,0,1.43,0,363,19,30,5,30,5,224,30,1,1,0
TRUE,FALSE,0,0,462492,0,0,0,0,0,1,"0.0","0.0",0,"Joe","0.0",34,FALSE,"Has joined Port Vale on loan for the rest of the season.","2025-08-12T07:40:37.843391Z",40,"462492.jpg","0.0",FALSE,"Gauci","0.3",FALSE,,"u",2,7,0,0,0,2305,2305,"0.0","0.0","Gauci",13,"2024-02-01","2000-07-04",FALSE,"p462492",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",299,45,295,29,238,28,315,45,,"",,"",,"",0,0,0,0,0,0,621,63,307,44,307,44,333,50,0,0,0
TRUE,FALSE,0,0,462381,0,0,0,0,0,1,"0.0","0.0",0,"Filip","0.0",35,FALSE,"Has joined Stevenage permanently.","2025-07-30T14:08:21.698398Z",40,"462381.jpg","0.0",FALSE,"Marschall","0.0",FALSE,,"u",2,7,0,0,0,177,177,"0.0","0.0","Marschall",241,"2021-12-13","2003-04-24",FALSE,"p462381",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",298,44,294,28,237,27,314,44,,"",,"",,"",0,0,0,0,0,0,620,62,306,43,306,43,643,76,0,0,0
TRUE,TRUE,,,199796,0,0,0,0,0,2,"1.9","1.4",8,"Matty","8.0",36,FALSE,"",,45,"199796.jpg","8.0",FALSE,"Cash","3.2",FALSE,,"a",2,7,8,97715,97715,10906,10906,"1.8","1.8","Cash",172,"2020-09-03","1997-08-07",FALSE,"p199796",90,0,0,1,0,0,0,0,0,0,0,0,25,"37.6","1.1","2.0","4.1",9,2,2,11,1,"0.00","0.00","0.00","1.43",16,3,179,62,136,38,77,19,,"",,"",,"",0,0,0,0,1.43,0,394,88,23,11,23,11,93,32,1,1,11
TRUE,TRUE,,,101188,0,0,0,0,0,2,"1.9","1.4",6,"Lucas","6.0",37,FALSE,"",,45,"101188.jpg","6.0",FALSE,"Digne","2.1",FALSE,,"a",2,7,6,19875,19875,4319,4319,"1.3","1.3","Digne",73,"2022-01-13","1993-07-20",FALSE,"p101188",90,0,0,1,0,0,0,0,0,0,0,0,22,"11.6","5.8","0.0","1.7",5,3,2,7,1,"0.00","0.01","0.01","1.43",127,57,108,32,312,136,167,60,7,"",2,"",,"",0,0,0.01,0.01,1.43,0,369,70,36,15,36,15,124,44,1,1,7
TRUE,TRUE,0,,199798,0,0,0,0,0,2,"0.0","1.4",3,"Ezri","3.0",38,FALSE,"Suspended until 31 Aug","2025-08-16T19:30:05.327199Z",45,"199798.jpg","3.0",FALSE,"Konsa Ngoyo","19.9",FALSE,,"s",2,7,3,15571,15571,222312,222312,"0.7","0.7","Konsa",241,"2019-07-11","1997-10-23",FALSE,"p199798",65,0,0,1,0,0,0,0,0,1,0,0,15,"1.8","1.1","0.0","0.3",3,1,0,3,1,"0.00","0.01","0.01","1.11",224,88,180,63,334,151,248,87,,"",,"",,"",0,0,0.01,0.01,1.54,0,395,89,85,36,85,36,22,8,1.38,1.38,4.15
TRUE,TRUE,,,441302,0,0,0,0,0,2,"1.9","1.4",0,"Ian","0.0",39,FALSE,"",,45,"441302.jpg","0.0",FALSE,"Maatsen","0.9",FALSE,,"a",2,7,0,1987,1987,6278,6278,"0.0","0.0","Maatsen",152,"2024-06-28","2002-03-10",FALSE,"p441302",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",412,191,411,191,370,172,427,192,,"",,"",,"",0,0,0,0,0,0,439,118,424,183,424,183,195,73,0,0,0
TRUE,TRUE,,,149484,0,0,0,0,0,2,"1.9","1.4",6,"Tyrone","6.0",40,FALSE,"",,45,"149484.jpg","6.0",FALSE,"Mings","1.1",FALSE,,"a",2,7,6,18870,18870,3259,3259,"1.3","1.3","Mings",241,"2019-07-08","1993-03-13",FALSE,"p149484",90,0,0,1,0,0,0,0,0,0,0,0,25,"13.0","3.7","0.0","1.7",5,2,0,5,1,"0.00","0.00","0.00","1.43",116,51,126,38,325,146,168,61,,"",,"",,"",0,0,0,0,1.43,0,382,80,37,16,37,16,174,68,1,1,5
TRUE,TRUE,,,244954,0,0,0,0,0,2,"1.9","1.4",0,"Pau","0.0",41,FALSE,"",,45,"244954.jpg","0.0",FALSE,"Torres","0.5",FALSE,,"a",2,7,0,1609,1609,3248,3248,"0.0","0.0","Pau",200,"2023-07-12","1997-01-16",FALSE,"p244954",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",405,190,404,190,362,171,420,191,,"",,"",,"",0,0,0,0,0,0,429,115,417,182,417,182,246,91,0,0,0
